Sales_Rep,Business,Age,Female,Years,College,Personality,Certficates,Feedback,Salary,NPS
15502,Hardware,29,0,2,Yes,Explorer,4,3,72000,3
15503,Software,57,1,2,Yes,Diplomat,2,3.20,96600,6
15504,Hardware,50,1,1,Yes,Diplomat,3,3.35,77000,5
15505,Hardware,30,1,1,Yes,Explorer,3,1.82,67000,6
15506,Hardware,45,0,10,No,Explorer,4,3.57,142000,9
15507,Software,29,1,2,Yes,Diplomat,4,1.34,74200,9
15508,Software,22,1,1,Yes,Diplomat,4,3.76,75600,6
15509,Hardware,49,0,1,Yes,Explorer,3,3.69,84000,7
15510,Software,55,1,1,No,Explorer,2,3.5,43000,8
15511,Software,34,0,1,Yes,Explorer,4,3.53,70000,9
15512,Hardware,41,0,1,Yes,Analyst,3,2.76,77000,7
15513,Hardware,47,0,4,Yes,Explorer,1,1.68,67000,4
15514,Software,40,0,2,Yes,Explorer,3,3.38,77000,6
15515,Hardware,59,1,2,Yes,Explorer,0,2.06,53200,4
15516,Software,45,0,2,Yes,Explorer,4,1.69,90000,9
15517,Software,49,0,1,No,Diplomat,1,2.00,63000,5
15518,Software,49,0,1,Yes,Diplomat,1,3.75,121000,8
15519,Hardware,24,0,1,Yes,Sentinel,2,2.37,48000,4
15520,Software,54,0,1,Yes,Sentinel,1,3.52,82000,5
15521,Hardware,46,1,1,No,Analyst,5,3.18,76800,5
15522,Hardware,39,0,1,Yes,Explorer,0,1.77,58000,3
15523,Hardware,33,0,3,Yes,Explorer,4,2.77,74000,10
15524,Hardware,59,0,2,No,Explorer,2,3.21,71000,4
15525,Software,35,1,3,Yes,Analyst,1,2.67,51000,3
15526,Software,38,0,2,Yes,Diplomat,2,3.69,108000,9
15527,Software,40,1,1,Yes,Explorer,0,2.54,71000,5
15528,Software,32,1,2,Yes,Diplomat,2,2.52,65600,5
15529,Hardware,53,0,2,Yes,Analyst,0,3.3,30000,3
15530,Software,29,0,1,Yes,Diplomat,5,1.46,73000,8
15531,Software,40,1,2,Yes,Explorer,1,2.83,75000,8
15532,Software,47,1,1,Yes,Diplomat,0,3.76,69600,8
15533,Software,46,0,2,Yes,Sentinel,1,1.69,53000,4
15534,Hardware,32,0,2,Yes,Explorer,3,3.23,79000,7
15535,Hardware,41,0,2,Yes,Explorer,4,1.46,58000,5
15536,Hardware,48,0,6,Yes,Explorer,1,3.63,90000,7
15537,Hardware,40,0,2,Yes,Analyst,3,3.02,87000,6
15538,Hardware,51,0,2,Yes,Analyst,2,4.00,102000,5
15539,Software,26,0,8,Yes,Diplomat,4,2.28,62000,8
15540,Software,36,1,2,Yes,Diplomat,0,3.71,64800,3
15541,Hardware,40,0,2,No,Diplomat,1,1.88,57000,5
15542,Software,50,0,2,Yes,Diplomat,2,1.26,80000,6
15543,Software,47,1,5,No,Explorer,0,2.67,41600,3
15544,Software,23,0,1,Yes,Diplomat,3,3.89,68000,8
15545,Software,26,0,1,No,Analyst,2,1.44,34000,6
15546,Software,49,0,2,Yes,Diplomat,5,2.42,75000,9
15547,Software,47,0,2,Yes,Explorer,0,1.39,67000,3
15548,Software,56,1,6,Yes,Diplomat,0,2.47,73800,9
15549,Software,28,0,1,Yes,Sentinel,2,2.65,48000,3
15550,Hardware,35,0,5,Yes,Explorer,1,2.99,79000,8
15551,Software,56,0,1,No,Sentinel,2,3.63,63000,5
15552,Software,55,1,5,Yes,Diplomat,2,3.24,74000,5
15553,Hardware,63,1,2,Yes,Diplomat,1,3.04,50400,5
15554,Hardware,47,0,2,Yes,Diplomat,0,4.00,98000,7
15555,Software,32,1,1,No,Analyst,3,3.11,51600,7
15556,Software,33,1,4,Yes,Explorer,3,2.29,67400,6
15557,Software,35,0,1,Yes,Diplomat,3,1.16,62000,6
15558,Software,44,1,2,Yes,Explorer,2,2.36,94200,6
15559,Hardware,36,0,4,Yes,Diplomat,2,2.61,58000,8
15560,Hardware,48,0,2,Yes,Diplomat,3,3.55,82000,7
15561,Software,36,0,1,No,Diplomat,5,2.67,93000,6
15562,Hardware,41,0,1,Yes,Diplomat,3,2.43,65000,6
15563,Hardware,27,0,1,No,Sentinel,1,1.50,38000,3
15564,Software,48,0,2,No,Diplomat,3,3.66,94000,6
15565,Hardware,28,0,7,Yes,Sentinel,1,1.67,44000,5
15566,Software,35,1,2,Yes,Sentinel,4,2.52,56000,6
15567,Hardware,58,0,6,Yes,Diplomat,2,3.37,96000,6
15568,Hardware,59,1,2,Yes,Explorer,2,2.36,51200,4
15569,Hardware,33,1,2,Yes,Explorer,4,2.68,86400,10
15570,Hardware,34,0,4,Yes,Explorer,2,3.30,88000,9
15571,Software,30,0,1,Yes,Analyst,3,2.29,74000,4
15572,Software,56,0,2,Yes,Diplomat,4,1.96,88000,7
15573,Software,26,0,4,Yes,Diplomat,4,3.5,74000,6
15574,Software,50,1,1,No,Diplomat,5,2.41,69000,7
15575,Software,27,0,1,Yes,Explorer,3,2.03,50000,3
15576,Software,28,1,1,Yes,Explorer,2,3.73,65400,8
15577,Software,24,0,1,Yes,Sentinel,3,3.64,47000,7
15578,Software,28,0,1,Yes,Sentinel,4,3.86,69000,5
15579,Hardware,35,0,1,Yes,Explorer,4,3.48,87000,5
15580,Software,37,0,2,No,Diplomat,2,3.61,73000,8
15581,Software,42,0,2,Yes,Diplomat,2,1.61,55000,10
15582,Hardware,54,0,2,Yes,Explorer,2,4.00,96000,8
15583,Software,33,1,5,Yes,Explorer,5,3.57,120400,9
15584,Software,36,0,1,Yes,Analyst,3,3.03,47000,5
15585,Hardware,61,0,2,Yes,Explorer,3,3.00,94000,10
15586,Software,24,0,6,Yes,Diplomat,0,2.77,39000,5
15587,Software,49,0,1,Yes,Explorer,5,3.56,149000,8
15588,Software,47,1,3,No,Explorer,1,3.89,68600,8
15589,Software,47,1,1,Yes,Diplomat,5,2.51,61600,7
15590,Hardware,38,0,2,No,Analyst,3,3.70,80000,7
15591,Software,45,1,1,No,Analyst,1,3.62,55000,4
15592,Hardware,34,1,1,Yes,Sentinel,1,1.15,59200,3
15593,Software,48,0,1,Yes,Diplomat,1,3.21,94000,6
15594,Hardware,54,0,1,Yes,Explorer,4,3.48,93000,5
15595,Hardware,51,1,2,No,Explorer,1,3.72,83800,10
15596,Software,23,0,2,Yes,Sentinel,1,3.58,49000,4
15597,Software,29,1,1,Yes,Diplomat,4,1.69,78200,7
15598,Software,49,0,1,Yes,Explorer,4,3.63,117000,10
15599,Software,21,1,3,Yes,Diplomat,2,1.72,61800,6
15600,Software,56,0,1,No,Explorer,3,2.76,75000,5
15601,Hardware,42,1,8,Yes,Diplomat,4,3.67,95600,10
15602,Hardware,41,0,2,Yes,Diplomat,1,1.99,71000,5
15603,Hardware,44,0,2,Yes,Diplomat,3,2.77,76000,5
15604,Hardware,41,0,2,Yes,Diplomat,3,1.37,94000,7
15605,Software,44,1,2,Yes,Explorer,4,3.97,92200,10
15606,Software,55,1,1,Yes,Diplomat,4,2.44,82000,9
15607,Software,33,0,2,Yes,Explorer,3,1.58,78000,6
15608,Software,48,0,3,No,Explorer,1,3.42,71000,5
15609,Software,40,0,1,Yes,Sentinel,0,3.34,56000,3
15610,Hardware,30,1,2,Yes,Sentinel,4,1.37,67000,6
15611,Hardware,65,0,5,Yes,Diplomat,5,2.25,106000,9
15612,Hardware,53,0,3,No,Explorer,2,3.27,64000,5
15613,Software,44,1,1,Yes,Analyst,1,2.70,64200,4
15614,Software,33,1,6,Yes,Explorer,3,3.38,100400,8
15615,Software,32,1,2,No,Diplomat,4,3.85,71600,10
15616,Software,34,0,2,Yes,Diplomat,6,2.16,114000,10
15617,Software,35,1,1,Yes,Explorer,3,2.78,82000,6
15618,Software,26,0,1,Yes,Diplomat,4,2.35,69000,10
15619,Hardware,42,0,11,Yes,Sentinel,6,1.44,93000,8
15620,Hardware,34,1,4,Yes,Explorer,5,3.12,78200,8
15621,Hardware,41,0,2,Yes,Explorer,5,1.43,66000,8
15622,Software,49,1,1,Yes,Explorer,3,3.96,117200,5
15623,Software,33,0,4,Yes,Diplomat,4,3.2,82000,7
15624,Hardware,32,0,2,Yes,Explorer,3,1.19,66000,10
15625,Software,56,0,2,Yes,Explorer,3,3.92,156000,9
15626,Software,32,0,2,Yes,Analyst,4,3.39,58000,4
15627,Software,42,1,2,Yes,Sentinel,2,1.54,73600,3
15628,Software,47,0,2,Yes,Explorer,4,1.93,108000,7
15629,Software,50,1,2,Yes,Diplomat,3,3.26,71000,8
15630,Hardware,55,0,2,Yes,Explorer,0,2.18,60000,5
15631,Hardware,47,0,1,No,Explorer,2,4.00,90000,9
15632,Hardware,30,1,9,No,Explorer,1,1.90,47000,7
15633,Software,23,0,4,Yes,Diplomat,5,1.38,82000,9
15634,Hardware,30,0,11,Yes,Analyst,1,1.64,50000,5
15635,Software,25,0,1,Yes,Explorer,3,2.93,62000,7
15636,Software,43,0,3,Yes,Diplomat,3,2.02,75000,6
15637,Software,29,0,1,Yes,Explorer,1,2.97,41000,4
15638,Software,25,1,4,Yes,Analyst,4,2.53,56000,5
15639,Software,28,0,1,No,Diplomat,1,2.86,51000,3
15640,Software,38,0,2,Yes,Diplomat,4,3.74,121000,9
15641,Hardware,42,0,2,No,Diplomat,3,3.36,70000,5
15642,Software,53,1,2,Yes,Diplomat,4,2.29,68400,8
15643,Software,39,1,5,No,Diplomat,0,2.24,46200,5
15644,Software,51,0,2,Yes,Sentinel,3,3.38,95000,4
15645,Software,30,0,2,Yes,Explorer,5,2.77,65000,9
15646,Hardware,27,0,10,Yes,Sentinel,4,1.48,60000,7
15647,Hardware,59,0,5,Yes,Explorer,3,2.48,130000,6
15648,Software,46,1,2,Yes,Diplomat,2,2.62,104800,8
15649,Hardware,46,1,1,Yes,Diplomat,5,1.16,69800,7
15650,Software,29,0,2,Yes,Diplomat,2,2.42,52000,3
15651,Software,52,1,2,Yes,Explorer,5,1.13,59600,7
15652,Software,54,0,1,Yes,Explorer,1,3.90,115000,8
15653,Hardware,51,0,2,Yes,Explorer,2,1.72,77000,7
15654,Software,44,1,4,Yes,Diplomat,1,3.33,65200,8
15655,Hardware,27,0,6,Yes,Diplomat,3,3.13,83000,7
15656,Software,24,0,4,Yes,Explorer,6,2.34,72000,8
15657,Software,54,1,1,Yes,Diplomat,2,1.44,48200,6
15658,Hardware,30,1,5,Yes,Diplomat,4,1.68,66000,3
15659,Hardware,54,0,1,Yes,Explorer,3,1.84,108000,7
15660,Hardware,26,0,2,Yes,Diplomat,5,3.51,91000,10
15661,Hardware,37,0,8,Yes,Explorer,2,2.11,57000,9
15662,Hardware,45,0,10,Yes,Sentinel,5,3.47,112000,8
15663,Software,49,0,2,Yes,Explorer,4,1.18,105000,9
15664,Software,54,0,1,Yes,Explorer,5,2.3,81000,7
15665,Hardware,40,0,2,Yes,Explorer,3,2.61,65000,5
15666,Hardware,48,0,1,No,Explorer,2,2.96,75000,6
15667,Software,51,1,2,Yes,Diplomat,5,3.22,71800,7
15668,Hardware,56,0,1,Yes,Explorer,4,1.29,96000,5
15669,Hardware,53,0,1,No,Explorer,2,1.57,63000,3
15670,Software,28,0,1,No,Diplomat,1,3.98,79000,6
15671,Software,36,0,1,Yes,Explorer,4,3.11,88000,9
15672,Software,55,0,9,No,Diplomat,1,2.41,43000,5
15673,Hardware,38,0,1,Yes,Explorer,3,1.76,59000,7
15674,Software,27,1,2,Yes,Explorer,0,1.62,46600,5
15675,Software,42,0,1,Yes,Diplomat,5,3.89,110000,9
15676,Software,37,0,2,Yes,Explorer,2,3.21,104000,8
15677,Hardware,49,1,2,Yes,Explorer,3,2.92,76200,9
15678,Hardware,25,0,1,Yes,Explorer,1,3.77,78000,8
15679,Software,34,0,5,Yes,Sentinel,2,1.71,60000,4
15680,Hardware,45,1,5,Yes,Sentinel,1,1.93,44000,3
15681,Software,49,1,1,Yes,Diplomat,3,2.97,76200,5
15682,Hardware,49,0,8,Yes,Diplomat,4,3.05,98000,10
15683,Hardware,32,0,10,Yes,Diplomat,3,4.00,76000,9
15684,Hardware,30,0,8,No,Analyst,4,2.72,53000,4
15685,Software,47,0,2,Yes,Analyst,2,1.87,60000,4
15686,Hardware,36,0,1,Yes,Explorer,6,3.11,140000,10
15687,Software,50,0,2,Yes,Explorer,1,2.9,61000,2
15688,Software,26,0,4,Yes,Explorer,3,1.47,53000,6
15689,Software,30,1,2,Yes,Diplomat,1,3.89,66000,9
15690,Software,57,1,6,No,Diplomat,3,1.13,66600,6
15691,Hardware,63,0,1,Yes,Diplomat,1,1.32,54000,4
15692,Software,40,0,8,Yes,Explorer,1,2.65,72000,8
15693,Software,52,0,6,Yes,Diplomat,0,2.7,62000,5
15694,Software,51,1,2,Yes,Explorer,5,3.90,121800,10
15695,Software,26,1,2,No,Diplomat,4,3.38,58800,10
15696,Hardware,59,0,1,Yes,Diplomat,3,2.57,75000,9
15697,Hardware,55,0,2,Yes,Explorer,3,2.64,102000,6
15698,Software,38,0,4,Yes,Explorer,3,3.17,46000,7
15699,Hardware,31,1,2,Yes,Sentinel,5,2.47,66800,4
15700,Hardware,45,0,2,Yes,Diplomat,3,4.00,133000,7
15701,Software,55,0,2,Yes,Sentinel,2,2.77,63000,3
15702,Software,57,0,1,Yes,Explorer,1,2.04,73000,3
15703,Software,52,0,1,Yes,Sentinel,5,1.73,77000,6
15704,Hardware,47,1,2,No,Explorer,3,3.05,61600,7
15705,Software,26,0,2,No,Explorer,3,3.97,63000,4
15706,Software,29,0,2,Yes,Explorer,4,1.80,109000,7
15707,Hardware,26,1,2,No,Explorer,2,4.00,58800,6
15708,Software,49,1,1,Yes,Explorer,3,3.09,88200,10
15709,Software,42,1,2,Yes,Explorer,0,2.52,48600,5
15710,Hardware,53,0,5,Yes,Diplomat,2,3.62,91000,5
15711,Software,51,0,2,No,Diplomat,5,1.62,72000,7
15712,Software,55,0,1,Yes,Analyst,4,1.60,79000,4
15713,Software,43,0,1,Yes,Sentinel,4,3.24,74000,6
15714,Software,29,0,4,Yes,Diplomat,4,2.04,97000,5
15715,Software,51,0,10,Yes,Analyst,6,4.00,119000,8
15716,Software,49,0,2,No,Diplomat,2,3.55,81000,7
15717,Software,42,1,1,No,Explorer,4,1.21,51600,7
15718,Software,42,1,9,Yes,Diplomat,5,3.13,129600,9
15719,Software,46,1,2,Yes,Diplomat,3,3.75,80800,10
15720,Hardware,36,0,1,Yes,Explorer,0,1.87,65000,3
15721,Software,35,0,1,Yes,Explorer,1,2.06,70000,5
15722,Software,44,0,2,Yes,Explorer,5,3.90,109000,9
15723,Software,25,1,2,No,Diplomat,2,2.99,44000,6
15724,Software,50,0,1,Yes,Diplomat,4,3.97,105000,10
15725,Software,38,1,1,Yes,Analyst,4,1.34,60400,4
15726,Hardware,40,1,2,Yes,Analyst,5,4.00,85000,7
15727,Hardware,34,0,2,Yes,Explorer,3,2.5,72000,6
15728,Hardware,38,0,2,Yes,Explorer,3,4.00,103000,9
15729,Hardware,36,0,1,No,Sentinel,2,3.98,47000,5
15730,Hardware,41,1,2,Yes,Explorer,5,1.14,69800,9
15731,Hardware,61,1,2,Yes,Explorer,2,2.51,58800,5
15732,Hardware,50,0,6,Yes,Diplomat,1,2.98,97000,8
15733,Hardware,37,0,7,Yes,Analyst,4,2.80,76000,9
15734,Software,56,0,1,No,Diplomat,3,2.08,85000,6
15735,Software,56,0,2,Yes,Explorer,5,3.83,105000,9
15736,Software,31,0,8,No,Sentinel,4,1.99,55000,7
15737,Software,40,1,4,No,Sentinel,0,3.06,48000,4
15738,Hardware,63,1,10,Yes,Explorer,4,1.54,85400,9
15739,Hardware,32,1,11,Yes,Diplomat,2,2.49,65600,5
15740,Hardware,65,0,2,Yes,Explorer,3,2.00,69000,7
15741,Hardware,32,0,3,Yes,Analyst,2,4.00,72000,6
15742,Software,33,1,1,Yes,Analyst,3,3.26,78400,4
15743,Hardware,55,0,2,No,Sentinel,2,3.61,79000,4
15744,Software,56,1,2,Yes,Sentinel,1,3.67,59800,5
15745,Software,24,1,1,Yes,Diplomat,4,3.14,73200,8
15746,Hardware,29,0,4,Yes,Sentinel,1,3.65,73000,5
15747,Software,42,0,1,Yes,Diplomat,1,2.49,58000,6
15748,Software,46,0,1,Yes,Diplomat,2,3.01,89000,6
15749,Hardware,48,1,1,Yes,Sentinel,1,3.72,35400,4
15750,Software,24,1,1,No,Diplomat,1,3.01,53200,5
15751,Software,49,0,1,Yes,Explorer,1,1.20,48000,3
15752,Hardware,51,1,4,Yes,Explorer,1,1.27,60800,4
15753,Software,55,1,2,No,Analyst,2,3.90,53000,6
15754,Software,43,0,2,Yes,Diplomat,2,2.78,98000,6
15755,Software,35,1,4,Yes,Explorer,5,1.26,65000,9
15756,Software,50,1,2,Yes,Diplomat,3,1.37,72000,8
15757,Software,38,1,2,No,Explorer,1,2.82,67400,6
15758,Hardware,51,0,1,Yes,Diplomat,1,4.00,136000,10
15759,Software,47,0,1,Yes,Analyst,4,3.84,85000,9
15760,Hardware,33,1,2,Yes,Explorer,2,1.18,58400,9
15761,Software,52,1,8,No,Explorer,3,1.74,58600,7
15762,Hardware,56,0,2,Yes,Sentinel,1,2.29,61000,4
15763,Software,21,1,3,Yes,Diplomat,1,3.68,54800,9
15764,Software,22,1,2,Yes,Diplomat,4,2.22,58600,6
15765,Software,42,0,2,Yes,Diplomat,2,1.65,64000,6
15766,Software,53,1,2,Yes,Explorer,2,3.18,52400,8
15767,Software,21,0,4,Yes,Analyst,1,3.01,34000,7
15768,Software,46,0,2,Yes,Diplomat,4,3.19,82000,9
15769,Software,43,1,5,Yes,Explorer,4,1.29,66400,5
15770,Software,29,1,2,Yes,Sentinel,5,3.56,86200,9
15771,Software,44,1,7,No,Explorer,3,1.71,54200,10
15772,Hardware,58,1,8,Yes,Explorer,0,4.00,82400,6
15773,Hardware,30,0,3,Yes,Explorer,4,3.39,99000,9
15774,Hardware,54,0,2,Yes,Diplomat,3,3.30,90000,8
15775,Software,44,1,1,Yes,Explorer,2,3.58,75200,7
15776,Hardware,56,0,1,Yes,Diplomat,0,1.28,73000,4
15777,Hardware,37,0,1,Yes,Explorer,2,2.49,51000,5
15778,Hardware,47,0,6,Yes,Explorer,1,3.81,83000,9
15779,Software,35,1,1,Yes,Diplomat,1,3.92,67000,7
15780,Hardware,62,1,1,Yes,Diplomat,2,2.51,59600,6
15781,Software,44,1,1,No,Explorer,1,1.39,51200,7
15782,Hardware,26,1,2,Yes,Diplomat,0,2.41,42800,5
15783,Software,55,1,1,Yes,Explorer,2,3.25,62000,7
15784,Hardware,46,0,4,Yes,Diplomat,3,2.46,56000,7
15785,Software,21,0,2,Yes,Analyst,2,3.78,40000,3
15786,Hardware,42,0,2,No,Diplomat,3,4.00,74000,9
15787,Software,33,1,4,Yes,Explorer,3,3.87,96400,9
15788,Hardware,45,0,2,Yes,Sentinel,5,1.68,80000,6
15789,Software,44,1,1,No,Diplomat,5,2.10,79200,7
15790,Hardware,35,0,2,Yes,Diplomat,3,1.12,53000,7
15791,Hardware,37,0,1,Yes,Analyst,2,4.00,71000,9
15792,Software,30,1,2,Yes,Diplomat,1,1.88,49000,4
15793,Hardware,51,0,2,Yes,Diplomat,2,3.68,117000,9
15794,Software,37,0,2,Yes,Analyst,5,3.58,100000,8
15795,Software,53,0,1,Yes,Diplomat,3,3.06,88000,10
15796,Software,49,0,13,Yes,Explorer,1,2.91,94000,10
15797,Hardware,49,0,1,No,Explorer,4,3.24,90000,8
15798,Software,37,1,2,Yes,Diplomat,0,2.59,59600,7
15799,Hardware,62,1,10,Yes,Diplomat,2,1.98,52600,4
15800,Software,37,1,4,No,Diplomat,5,2.46,97600,10
15801,Hardware,55,0,2,Yes,Explorer,2,2.56,91000,9
15802,Software,47,0,7,Yes,Explorer,3,1.16,95000,7
15803,Hardware,46,0,2,Yes,Diplomat,4,2.28,75000,6
15804,Software,47,0,2,Yes,Diplomat,1,3.27,83000,6
15805,Software,49,0,1,No,Sentinel,2,1.13,38000,5
15806,Software,55,0,2,Yes,Diplomat,1,2.06,61000,4
15807,Hardware,30,0,1,No,Sentinel,3,1.51,65000,4
15808,Software,30,0,6,Yes,Explorer,1,2.85,38000,5
15809,Software,33,0,2,Yes,Diplomat,4,1.49,83000,7
15810,Software,50,0,1,No,Explorer,2,3.51,82000,9
15811,Software,39,0,1,Yes,Diplomat,4,2.57,93000,9
15812,Software,53,1,1,Yes,Sentinel,3,3.60,63400,9
15813,Software,36,1,1,Yes,Diplomat,1,3.98,48800,4
15814,Hardware,48,0,3,Yes,Explorer,0,3.38,80000,5
15815,Software,30,0,2,Yes,Sentinel,2,2.83,52000,3
15816,Software,38,0,1,Yes,Sentinel,1,3.79,68000,6
15817,Software,30,1,1,No,Diplomat,2,2.46,45000,8
15818,Software,23,0,6,Yes,Sentinel,1,2.32,38000,4
15819,Hardware,40,0,3,Yes,Explorer,4,2.58,92000,8
15820,Software,42,1,1,Yes,Analyst,5,2.09,51600,6
15821,Software,43,0,2,Yes,Diplomat,3,3.56,60000,6
15822,Hardware,44,0,2,Yes,Explorer,2,2.46,91000,6
15823,Software,36,0,7,Yes,Explorer,3,3.27,90000,8
15824,Software,48,0,1,Yes,Explorer,4,1.33,130000,4
15825,Software,25,1,2,No,Explorer,2,1.88,53000,8
15826,Software,44,1,2,Yes,Diplomat,3,3.82,95200,9
15827,Hardware,51,0,1,Yes,Diplomat,1,1.42,82000,3
15828,Hardware,54,1,1,Yes,Sentinel,3,4.00,61200,5
15829,Hardware,63,0,1,No,Explorer,2,3.11,69000,6
15830,Hardware,35,0,1,No,Sentinel,2,1.72,59000,5
15831,Software,53,0,1,Yes,Diplomat,4,3,73000,9
15832,Software,49,0,2,Yes,Diplomat,5,2.85,90000,7
15833,Software,49,1,1,Yes,Explorer,2,3.96,71200,7
15834,Software,35,0,2,Yes,Diplomat,4,2.80,102000,10
15835,Hardware,44,0,1,Yes,Diplomat,4,1.11,95000,6
15836,Software,33,1,2,Yes,Diplomat,4,3.85,77400,10
15837,Software,46,0,7,Yes,Analyst,5,2.93,73000,5
15838,Software,54,0,1,Yes,Analyst,0,2.25,38000,2
15839,Hardware,29,0,2,Yes,Sentinel,2,3.07,63000,3
15840,Hardware,26,0,2,Yes,Explorer,2,1.14,63000,6
15841,Software,45,0,1,Yes,Explorer,1,3.32,69000,4
15842,Hardware,60,0,2,No,Diplomat,1,2.57,69000,5
15843,Software,45,0,1,No,Explorer,0,1.77,42000,3
15844,Software,49,1,2,Yes,Explorer,2,1.69,80200,4
15845,Hardware,63,0,12,Yes,Explorer,0,3.08,71000,8
15846,Software,54,1,2,Yes,Explorer,0,3.78,68200,8
15847,Hardware,38,1,6,Yes,Explorer,6,3.41,88400,9
15848,Software,21,0,4,Yes,Diplomat,4,1.92,70000,7
15849,Hardware,31,0,2,Yes,Analyst,2,2.48,64000,3
15850,Hardware,57,1,1,Yes,Explorer,5,4.00,112600,10
15851,Software,26,0,2,Yes,Sentinel,1,1.86,36000,3
15852,Software,31,0,10,Yes,Explorer,5,2.34,85000,6
15853,Hardware,52,0,2,Yes,Diplomat,1,4.00,103000,8
15854,Hardware,50,0,2,Yes,Diplomat,2,3.45,80000,5
15855,Software,47,1,1,Yes,Explorer,3,2.73,88600,4
15856,Hardware,43,0,2,Yes,Explorer,2,2.18,96000,5
15857,Hardware,60,1,4,Yes,Explorer,2,3.18,54000,4
15858,Hardware,63,1,5,No,Sentinel,0,4.00,49400,6
15859,Software,34,1,1,Yes,Diplomat,1,3.11,69200,5
15860,Hardware,63,1,4,Yes,Diplomat,3,1.53,62400,8
15861,Hardware,49,1,1,Yes,Analyst,2,3.03,50200,4
15862,Hardware,48,0,1,Yes,Sentinel,6,2.25,115000,7
15863,Software,44,0,1,Yes,Sentinel,1,3.22,72000,3
15864,Software,51,0,1,Yes,Sentinel,0,3.90,69000,8
15865,Software,47,0,3,Yes,Explorer,2,3.18,86000,8
15866,Hardware,55,0,1,No,Sentinel,2,2.82,55000,3
15867,Software,40,1,1,Yes,Explorer,4,3.06,71000,8
15868,Hardware,53,0,2,Yes,Explorer,3,3.76,143000,5
15869,Hardware,59,0,13,Yes,Diplomat,1,3.35,81000,10
15870,Software,50,0,2,No,Sentinel,3,1.55,74000,3
15871,Software,40,1,1,Yes,Diplomat,5,4.00,160000,9
15872,Software,33,1,2,No,Sentinel,1,3.80,48400,6
15873,Hardware,46,0,2,No,Explorer,3,2.71,92000,7
15874,Software,39,0,2,Yes,Analyst,4,3.83,60000,7
15875,Software,33,0,2,No,Explorer,1,2.18,54000,4
15876,Hardware,28,0,1,Yes,Diplomat,1,2.67,45000,8
15877,Software,53,1,1,Yes,Explorer,2,1.19,49400,3
15878,Hardware,43,0,2,Yes,Diplomat,1,1.37,63000,5
15879,Software,34,1,1,Yes,Diplomat,2,3.8,58200,4
15880,Hardware,38,0,2,Yes,Diplomat,1,2.44,66000,5
15881,Software,56,0,2,No,Explorer,5,3.88,115000,9
15882,Software,55,1,1,No,Sentinel,1,2.63,38000,4
15883,Software,22,1,2,No,Explorer,4,1.69,57600,5
15884,Software,25,0,3,Yes,Explorer,3,3.64,70000,9
15885,Software,56,0,2,No,Diplomat,2,3.59,74000,8
15886,Software,25,0,3,No,Diplomat,4,2.26,82000,5
15887,Software,30,1,1,Yes,Diplomat,5,2.3,64000,5
15888,Software,55,1,2,Yes,Sentinel,5,1.71,49000,5
15889,Hardware,35,0,2,Yes,Diplomat,4,1.16,83000,4
15890,Software,32,1,1,Yes,Explorer,5,2.93,92600,8
15891,Hardware,36,1,2,Yes,Diplomat,4,1.50,77800,7
15892,Software,40,0,5,Yes,Explorer,3,3.79,105000,7
15893,Hardware,41,1,1,No,Diplomat,2,2.41,44800,4
15894,Software,52,1,1,Yes,Diplomat,5,2.52,71600,8
15895,Hardware,25,0,2,Yes,Diplomat,1,2.28,33000,4
15896,Software,39,0,11,No,Explorer,0,1.17,47000,6
15897,Hardware,43,0,1,Yes,Analyst,3,1.49,57000,3
15898,Software,28,1,1,Yes,Sentinel,5,3.05,47400,7
15899,Software,23,0,2,Yes,Explorer,3,1.23,50000,7
15900,Software,22,1,5,Yes,Diplomat,2,2.18,56600,8
15901,Software,50,0,2,No,Diplomat,0,2.42,62000,5
15902,Software,36,0,1,Yes,Analyst,2,1.56,69000,4
15903,Software,30,0,2,No,Analyst,4,2.18,39000,4
15904,Hardware,50,0,2,No,Diplomat,2,3.03,90000,8
15905,Software,34,0,2,Yes,Sentinel,3,1.79,43000,3
15906,Software,29,1,1,Yes,Sentinel,5,2.91,64200,7
15907,Software,51,0,4,No,Sentinel,6,1.68,72000,6
15908,Software,45,0,1,No,Explorer,5,2.20,81000,9
15909,Software,29,0,2,Yes,Explorer,4,1.13,83000,9
15910,Hardware,40,0,2,No,Explorer,1,3.17,57000,5
15911,Hardware,58,1,1,Yes,Explorer,3,2.00,81400,5
15912,Software,42,1,9,Yes,Analyst,2,2.98,61600,8
15913,Software,50,0,8,Yes,Analyst,6,2.17,72000,10
15914,Hardware,50,0,5,No,Explorer,1,2.42,71000,6
15915,Hardware,34,0,1,Yes,Sentinel,4,4.00,105000,8
15916,Hardware,45,0,10,No,Sentinel,4,4.00,63000,9
15917,Hardware,48,1,1,Yes,Explorer,5,2.46,75400,10
15918,Software,26,0,8,Yes,Analyst,1,1.77,49000,3
15919,Hardware,58,1,1,Yes,Explorer,1,2.90,72400,9
15920,Software,42,0,3,Yes,Diplomat,1,2.91,65000,9
15921,Hardware,45,0,2,Yes,Sentinel,4,4.00,101000,7
15922,Software,25,0,5,Yes,Diplomat,4,2.44,70000,6
15923,Software,49,1,1,Yes,Explorer,1,1.14,75200,4
15924,Hardware,25,0,1,No,Explorer,5,3.17,52000,7
15925,Software,49,1,1,No,Explorer,4,3.35,95200,7
